Time	MypongaWtp.Cl(t)	MypongaFws.Cl(t)	MypongaFws.Cl(t-17)	CactusCyn.Temp(t-13)	AldingaRd.Cl(t)	AldingaRd.Cl(t-1)	AldingaRd.Cl(t-3)	AldingaRd.Cl(t-24)	AldingaRd.Cl(t-27)	AldingaRd.Cl(t-47)	AldingaRd.Cl(t+24)
2003-06-25 15	3.505	1.931666667	1.775	11.35833333	1.26	1.266666667	1.253333333	1.113333333	1.089166667	1.2675	1.321666667
2003-06-25 16	3.4025	1.955833333	1.748333333	11.36666667	1.246666667	1.26	1.259166667	1.109166667	1.1075	1.225833333	1.315
2003-06-25 17	3.285	1.9825	1.73	11.54166667	1.219166667	1.246666667	1.266666667	1.096666667	1.116666667	1.2	1.291666667
2003-06-25 18	2.9975	2.021666667	1.714166667	11.46666667	1.1775	1.219166667	1.26	1.064166667	1.113333333	1.193333333	1.259166667
2003-06-25 19	2.3625	2.025	1.696666667	11.4	1.145	1.1775	1.246666667	1.035	1.109166667	1.180833333	1.248333333
2003-06-25 20	2.23	2.030833333	1.68	11.28333333	1.139166667	1.145	1.219166667	1.028333333	1.096666667	1.163333333	1.2325
2003-06-25 21	2.75	2.085	1.700833333	11.475	1.129166667	1.139166667	1.1775	1.019166667	1.064166667	1.145833333	1.179166667
2003-06-25 22	3.325	2.109166667	1.844166667	11.8	1.111666667	1.129166667	1.145	1.0075	1.035	1.129166667	1.180833333
2003-06-25 23	3.3875	2.101666667	1.938333333	12.31666667	1.0975	1.111666667	1.139166667	0.991666667	1.028333333	1.1175	1.1725
2003-06-26 00	3.34	1.954166667	1.9675	12.69166667	1.0875	1.0975	1.129166667	0.984166667	1.019166667	1.104166667	1.155833333
2003-06-26 01	3.4275	1.980833333	2.024166667	13.11666667	1.075833333	1.0875	1.111666667	0.978333333	1.0075	1.095	1.121666667
2003-06-26 02	3.355	1.945	2.046666667	13.43333333	1.065	1.075833333	1.0975	0.959166667	0.991666667	1.081666667	1.129166667
2003-06-26 03	3.4075	1.93	2.060833333	13.69166667	1.053333333	1.065	1.0875	0.9525	0.984166667	1.071666667	1.14
2003-06-26 04	3.4125	1.883333333	2.063333333	14.05	1.043333333	1.053333333	1.075833333	0.945833333	0.978333333	1.061666667	1.1375
2003-06-26 05	3.3975	1.849166667	2.046666667	14.05833333	1.0325	1.043333333	1.065	0.938333333	0.959166667	1.053333333	1.14
2003-06-26 06	3.325	1.810833333	1.991666667	13.68333333	1.025833333	1.0325	1.053333333	0.9225	0.9525	1.039166667	1.1475
2003-06-26 07	3.3975	1.780833333	1.9425	13.225	1.0125	1.025833333	1.043333333	0.9275	0.945833333	1.0325	1.153333333
2003-06-26 08	3.195	1.755833333	1.931666667	13.375	1.025833333	1.0125	1.0325	0.9225	0.938333333	1.04	1.17
2003-06-26 09	3.305	1.736666667	1.955833333	13.35833333	1.068333333	1.025833333	1.025833333	0.953333333	0.9225	1.046666667	1.165
2003-06-26 10	3.3525	1.719166667	1.9825	13.125	1.185833333	1.068333333	1.0125	1.1475	0.9275	1.059166667	1.2075
2003-06-26 11	3.37	1.696666667	2.021666667	12.88333333	1.285833333	1.185833333	1.025833333	1.244166667	0.9225	1.089166667	1.235833333
2003-06-26 12	3.3075	1.695833333	2.025	12.725	1.334166667	1.285833333	1.068333333	1.253333333	0.953333333	1.1075	1.244166667
2003-06-26 13	3.3075	1.7825	2.030833333	12.6	1.325833333	1.334166667	1.185833333	1.259166667	1.1475	1.116666667	1.238333333
2003-06-26 14	3.3925	1.800833333	2.085	12.6	1.341666667	1.325833333	1.285833333	1.266666667	1.244166667	1.113333333	1.2375
2003-06-26 15	3.1325	1.768333333	2.109166667	12.60833333	1.321666667	1.341666667	1.334166667	1.26	1.253333333	1.109166667	1.260833333
2003-06-26 16	3.2075	1.7675	2.101666667	12.63333333	1.315	1.321666667	1.325833333	1.246666667	1.259166667	1.096666667	1.253333333
2003-06-26 17	3.24	1.796666667	1.954166667	12.60833333	1.291666667	1.315	1.341666667	1.219166667	1.266666667	1.064166667	1.235
2003-06-26 18	2.8	1.809166667	1.980833333	12.6	1.259166667	1.291666667	1.321666667	1.1775	1.26	1.035	1.215
2003-06-26 19	1.9825	1.823333333	1.945	12.51666667	1.248333333	1.259166667	1.315	1.145	1.246666667	1.028333333	1.205
2003-06-26 20	1.825	1.7975	1.93	11.85833333	1.2325	1.248333333	1.291666667	1.139166667	1.219166667	1.019166667	1.169166667
2003-06-26 21	1.7925	1.829166667	1.883333333	11.6	1.179166667	1.2325	1.259166667	1.129166667	1.1775	1.0075	1.1625
2003-06-26 22	1.74	1.780833333	1.849166667	11.66666667	1.180833333	1.179166667	1.248333333	1.111666667	1.145	0.991666667	1.178333333
2003-06-26 23	1.715	1.75	1.810833333	12.13333333	1.1725	1.180833333	1.2325	1.0975	1.139166667	0.984166667	1.170833333
2003-06-27 00	1.665	1.73	1.780833333	12.85833333	1.155833333	1.1725	1.179166667	1.0875	1.129166667	0.978333333	1.1575
2003-06-27 01	1.6225	1.699166667	1.755833333	13.275	1.121666667	1.155833333	1.180833333	1.075833333	1.111666667	0.959166667	1.148333333
2003-06-27 02	1.5925	1.668333333	1.736666667	13.25833333	1.129166667	1.121666667	1.1725	1.065	1.0975	0.9525	1.145
2003-06-27 03	1.5	1.6425	1.719166667	13.725	1.14	1.129166667	1.155833333	1.053333333	1.0875	0.945833333	1.1425
2003-06-27 04	2.09	1.621666667	1.696666667	13.29166667	1.1375	1.14	1.121666667	1.043333333	1.075833333	0.938333333	1.14
2003-06-27 05	3.1675	1.6775	1.695833333	13.325	1.14	1.1375	1.129166667	1.0325	1.065	0.9225	1.130833333
2003-06-27 06	3.2775	1.768333333	1.7825	13.04166667	1.1475	1.14	1.14	1.025833333	1.053333333	0.9275	1.123333333
2003-06-27 07	3.1775	1.6775	1.800833333	12.70833333	1.153333333	1.1475	1.1375	1.0125	1.043333333	0.9225	1.114166667
2003-06-27 08	3.235	1.716666667	1.768333333	13.01666667	1.17	1.153333333	1.14	1.025833333	1.0325	0.953333333	1.103333333
2003-06-27 09	3.21	1.779166667	1.7675	13.025	1.165	1.17	1.1475	1.068333333	1.025833333	1.1475	1.1
2003-06-27 10	3.2575	1.801666667	1.796666667	12.40833333	1.2075	1.165	1.153333333	1.185833333	1.0125	1.244166667	1.123333333
2003-06-27 11	3.4825	1.76	1.809166667	12.14166667	1.235833333	1.2075	1.17	1.285833333	1.025833333	1.253333333	1.153333333
2003-06-27 12	3.755	1.8425	1.823333333	11.95	1.244166667	1.235833333	1.165	1.334166667	1.068333333	1.259166667	1.155833333
2003-06-27 13	3.665	1.885	1.7975	11.575	1.238333333	1.244166667	1.2075	1.325833333	1.185833333	1.266666667	1.156666667
2003-06-27 14	3.6025	1.9175	1.829166667	11.65	1.2375	1.238333333	1.235833333	1.341666667	1.285833333	1.26	1.175
2003-06-27 15	3.6225	1.950833333	1.780833333	11.8	1.260833333	1.2375	1.244166667	1.321666667	1.334166667	1.246666667	1.243333333
2003-06-27 16	3.57	1.955	1.75	11.9	1.253333333	1.260833333	1.238333333	1.315	1.325833333	1.219166667	1.270833333
2003-06-27 17	3.5175	1.945833333	1.73	11.95833333	1.235	1.253333333	1.2375	1.291666667	1.341666667	1.1775	1.253333333
2003-06-27 18	3.55	1.925833333	1.699166667	12.10833333	1.215	1.235	1.260833333	1.259166667	1.321666667	1.145	1.2425
2003-06-27 19	3.63	1.963333333	1.668333333	12.28333333	1.205	1.215	1.253333333	1.248333333	1.315	1.139166667	1.219166667
2003-06-27 20	3.485	1.974166667	1.6425	12.35833333	1.169166667	1.205	1.235	1.2325	1.291666667	1.129166667	1.196666667
2003-06-27 21	3.545	1.95	1.621666667	12.425	1.1625	1.169166667	1.215	1.179166667	1.259166667	1.111666667	1.144166667
2003-06-27 22	3.59	1.866666667	1.6775	12.48333333	1.178333333	1.1625	1.205	1.180833333	1.248333333	1.0975	1.161666667
2003-06-27 23	2.7725	1.823333333	1.768333333	12.61666667	1.170833333	1.178333333	1.169166667	1.1725	1.2325	1.0875	1.155833333
2003-06-28 00	2.225	1.8025	1.6775	12.85833333	1.1575	1.170833333	1.1625	1.155833333	1.179166667	1.075833333	1.145
2003-06-28 01	2.12	1.7725	1.716666667	12.99166667	1.148333333	1.1575	1.178333333	1.121666667	1.180833333	1.065	1.1375
2003-06-28 02	2.0425	1.735	1.779166667	12.91666667	1.145	1.148333333	1.170833333	1.129166667	1.1725	1.053333333	1.125
2003-06-28 03	1.9625	1.714166667	1.801666667	13.10833333	1.1425	1.145	1.1575	1.14	1.155833333	1.043333333	1.111666667
2003-06-28 04	2.5625	1.690833333	1.76	13.825	1.14	1.1425	1.148333333	1.1375	1.121666667	1.0325	1.100833333
2003-06-28 05	3.4875	1.661666667	1.8425	13.325	1.130833333	1.14	1.145	1.14	1.129166667	1.025833333	1.088333333
2003-06-28 06	3.5175	1.650833333	1.885	13.14166667	1.123333333	1.130833333	1.1425	1.1475	1.14	1.0125	1.070833333
2003-06-28 07	3.5625	1.636666667	1.9175	13.03333333	1.114166667	1.123333333	1.14	1.153333333	1.1375	1.025833333	1.060833333
2003-06-28 08	3.5675	1.614166667	1.950833333	13.11666667	1.103333333	1.114166667	1.130833333	1.17	1.14	1.068333333	1.0475
2003-06-28 09	3.69	1.594166667	1.955	13.06666667	1.1	1.103333333	1.123333333	1.165	1.1475	1.185833333	1.0525
2003-06-28 10	3.6525	1.573333333	1.945833333	12.775	1.123333333	1.1	1.114166667	1.2075	1.153333333	1.285833333	1.065833333
2003-06-28 11	3.61	1.549166667	1.925833333	12.85	1.153333333	1.123333333	1.103333333	1.235833333	1.17	1.334166667	1.071666667
2003-06-28 12	3.615	1.535833333	1.963333333	12.43333333	1.155833333	1.153333333	1.1	1.244166667	1.165	1.325833333	1.0975
2003-06-28 13	3.6975	1.534166667	1.974166667	12.325	1.156666667	1.155833333	1.123333333	1.238333333	1.2075	1.341666667	1.100833333
2003-06-28 14	3.6	1.5175	1.95	12.4	1.175	1.156666667	1.153333333	1.2375	1.235833333	1.321666667	1.12
2003-06-28 15	3.6425	1.596666667	1.866666667	12.4	1.243333333	1.175	1.155833333	1.260833333	1.244166667	1.315	1.13
2003-06-28 16	3.6575	1.669166667	1.823333333	12.48333333	1.270833333	1.243333333	1.156666667	1.253333333	1.238333333	1.291666667	1.125833333
2003-06-28 17	3.535	1.7175	1.8025	12.525	1.253333333	1.270833333	1.175	1.235	1.2375	1.259166667	1.134166667
2003-06-28 18	3.59	1.75	1.7725	12.6	1.2425	1.253333333	1.243333333	1.215	1.260833333	1.248333333	1.139166667
2003-06-28 19	3.5	1.813333333	1.735	12.61666667	1.219166667	1.2425	1.270833333	1.205	1.253333333	1.2325	1.115
2003-06-28 20	3.605	1.870833333	1.714166667	12.6	1.196666667	1.219166667	1.253333333	1.169166667	1.235	1.179166667	1.1425
2003-06-28 21	3.57	1.875	1.690833333	12.6	1.144166667	1.196666667	1.2425	1.1625	1.215	1.180833333	1.1575
2003-06-28 22	3.505	1.884166667	1.661666667	12.6	1.161666667	1.144166667	1.219166667	1.178333333	1.205	1.1725	1.149166667
2003-06-28 23	3.61	1.904166667	1.650833333	12.65	1.155833333	1.161666667	1.196666667	1.170833333	1.169166667	1.155833333	1.135
2003-06-29 00	3.5775	1.916666667	1.636666667	12.75833333	1.145	1.155833333	1.144166667	1.1575	1.1625	1.121666667	1.126666667
2003-06-29 01	3.6425	1.923333333	1.614166667	12.81666667	1.1375	1.145	1.161666667	1.148333333	1.178333333	1.129166667	1.1225
2003-06-29 02	3.05	1.93	1.594166667	12.775	1.125	1.1375	1.155833333	1.145	1.170833333	1.14	1.101666667
2003-06-29 03	2.6575	1.936666667	1.573333333	12.675	1.111666667	1.125	1.145	1.1425	1.1575	1.1375	1.0725
2003-06-29 04	2.3025	1.945	1.549166667	12.74166667	1.100833333	1.111666667	1.1375	1.14	1.148333333	1.14	1.064166667
2003-06-29 05	2.38	1.953333333	1.535833333	13.04166667	1.088333333	1.100833333	1.125	1.130833333	1.145	1.1475	1.048333333
2003-06-29 06	2.925	1.9475	1.534166667	12.93333333	1.070833333	1.088333333	1.111666667	1.123333333	1.1425	1.153333333	1.04
2003-06-29 07	3.505	1.965833333	1.5175	12.85833333	1.060833333	1.070833333	1.100833333	1.114166667	1.14	1.17	1.03
2003-06-29 08	3.675	1.93	1.596666667	12.63333333	1.0475	1.060833333	1.088333333	1.103333333	1.130833333	1.165	1.02
2003-06-29 09	3.5875	1.9125	1.669166667	12.6	1.0525	1.0475	1.070833333	1.1	1.123333333	1.2075	1.021666667
2003-06-29 10	3.5625	1.885833333	1.7175	12.6	1.065833333	1.0525	1.060833333	1.123333333	1.114166667	1.235833333	1.024166667
2003-06-29 11	3.62	1.875	1.75	12.65833333	1.071666667	1.065833333	1.0475	1.153333333	1.103333333	1.244166667	1.025833333
2003-06-29 12	3.5925	1.808333333	1.813333333	12.4	1.0975	1.071666667	1.0525	1.155833333	1.1	1.238333333	1.03
2003-06-29 13	3.605	1.780833333	1.870833333	12.29166667	1.100833333	1.0975	1.065833333	1.156666667	1.123333333	1.2375	1.085833333
2003-06-29 14	3.6225	1.790833333	1.875	12.36666667	1.12	1.100833333	1.071666667	1.175	1.153333333	1.260833333	1.0275
2003-06-29 15	3.4725	1.83	1.884166667	12.38333333	1.13	1.12	1.0975	1.243333333	1.155833333	1.253333333	0.858333333
2003-06-29 16	3.555	1.8275	1.904166667	12.33333333	1.125833333	1.13	1.100833333	1.270833333	1.156666667	1.235	0.8625
2003-06-29 17	3.5	1.816666667	1.916666667	12.3	1.134166667	1.125833333	1.12	1.253333333	1.175	1.215	0.856666667
2003-06-29 18	3.6675	1.7775	1.923333333	12.3	1.139166667	1.134166667	1.13	1.2425	1.243333333	1.205	0.840833333
2003-06-29 19	3.5425	1.773333333	1.93	12.275	1.115	1.139166667	1.125833333	1.219166667	1.270833333	1.169166667	0.814166667
2003-06-29 20	3.57	1.760833333	1.936666667	12.21666667	1.1425	1.115	1.134166667	1.196666667	1.253333333	1.1625	0.815833333
2003-06-29 21	3.65	1.736666667	1.945	12.2	1.1575	1.1425	1.139166667	1.144166667	1.2425	1.178333333	0.815833333
2003-06-29 22	3.745	1.695833333	1.953333333	12.26666667	1.149166667	1.1575	1.115	1.161666667	1.219166667	1.170833333	0.810833333
2003-06-29 23	3.6875	1.6625	1.9475	12.59166667	1.135	1.149166667	1.1425	1.155833333	1.196666667	1.1575	0.7975
2003-06-30 00	3.7175	1.638333333	1.965833333	12.84166667	1.126666667	1.135	1.1575	1.145	1.144166667	1.148333333	0.785
2003-06-30 01	3.7925	1.615	1.93	13.16666667	1.1225	1.126666667	1.149166667	1.1375	1.161666667	1.145	0.774166667
2003-06-30 02	3.6225	1.591666667	1.9125	13.48333333	1.101666667	1.1225	1.135	1.125	1.155833333	1.1425	0.763333333
2003-06-30 03	3.7125	1.57	1.885833333	13.8	1.0725	1.101666667	1.126666667	1.111666667	1.145	1.14	0.7525
2003-06-30 04	3.8025	1.545	1.875	14.1	1.064166667	1.0725	1.1225	1.100833333	1.1375	1.130833333	0.7475
2003-06-30 05	2.6075	1.530833333	1.808333333	14.175	1.048333333	1.064166667	1.101666667	1.088333333	1.125	1.123333333	0.738333333
2003-06-30 06	2.6875	1.5075	1.780833333	13.79166667	1.04	1.048333333	1.0725	1.070833333	1.111666667	1.114166667	0.725833333
2003-06-30 07	2.6475	1.5	1.790833333	13.4	1.03	1.04	1.064166667	1.060833333	1.100833333	1.103333333	0.716666667
2003-06-30 08	2.4	1.485833333	1.83	13.20833333	1.02	1.03	1.048333333	1.0475	1.088333333	1.1	0.7125
2003-06-30 09	2.1275	1.470833333	1.8275	12.98333333	1.021666667	1.02	1.04	1.0525	1.070833333	1.123333333	0.710833333
2003-06-30 10	2.3	1.5325	1.816666667	12.875	1.024166667	1.021666667	1.03	1.065833333	1.060833333	1.153333333	0.71
2003-06-30 11	3.37	1.664166667	1.7775	12.61666667	1.025833333	1.024166667	1.02	1.071666667	1.0475	1.155833333	0.720833333
2003-06-30 12	3.815	1.75	1.773333333	12.21666667	1.03	1.025833333	1.021666667	1.0975	1.0525	1.156666667	0.735833333
2003-06-30 13	3.65	1.808333333	1.760833333	12.2	1.085833333	1.03	1.024166667	1.100833333	1.065833333	1.175	0.733333333
2003-06-30 14	3.6425	1.83	1.736666667	12.2	1.0275	1.085833333	1.025833333	1.12	1.071666667	1.243333333	0.75
2003-06-30 15	3.68	1.855	1.695833333	12.2	0.858333333	1.0275	1.03	1.13	1.0975	1.270833333	0.763333333
2003-06-30 16	3.645	1.838333333	1.6625	12.125	0.8625	0.858333333	1.085833333	1.125833333	1.100833333	1.253333333	0.7475
2003-06-30 17	3.6	1.87	1.638333333	12.11666667	0.856666667	0.8625	1.0275	1.134166667	1.12	1.2425	0.741666667
2003-06-30 18	3.5975	1.840833333	1.615	12.03333333	0.840833333	0.856666667	0.858333333	1.139166667	1.13	1.219166667	0.7175
2003-06-30 19	3.6175	1.815833333	1.591666667	12.075	0.814166667	0.840833333	0.8625	1.115	1.125833333	1.196666667	0.705833333
2003-06-30 20	3.6875	1.764166667	1.57	11.98333333	0.815833333	0.814166667	0.856666667	1.1425	1.134166667	1.144166667	0.7025
2003-06-30 21	3.5175	1.750833333	1.545	11.80833333	0.815833333	0.815833333	0.840833333	1.1575	1.139166667	1.161666667	0.694166667
2003-06-30 22	3.645	1.716666667	1.530833333	11.65	0.810833333	0.815833333	0.814166667	1.149166667	1.115	1.155833333	0.68
2003-06-30 23	3.7575	1.6775	1.5075	12.15833333	0.7975	0.810833333	0.815833333	1.135	1.1425	1.145	0.676666667
2003-07-01 00	3.19	1.655833333	1.5	12.21666667	0.785	0.7975	0.815833333	1.126666667	1.1575	1.1375	0.676666667
2003-07-01 01	2.0725	1.629166667	1.485833333	11.96666667	0.774166667	0.785	0.810833333	1.1225	1.149166667	1.125	0.663333333
2003-07-01 02	2.2125	1.605	1.470833333	11.9	0.763333333	0.774166667	0.7975	1.101666667	1.135	1.111666667	0.656666667
2003-07-01 03	2.2125	1.599166667	1.5325	12.225	0.7525	0.763333333	0.785	1.0725	1.126666667	1.100833333	0.65
2003-07-01 04	2.36	1.698333333	1.664166667	12.475	0.7475	0.7525	0.774166667	1.064166667	1.1225	1.088333333	0.638333333
2003-07-01 05	3.465	1.8025	1.75	12.6	0.738333333	0.7475	0.763333333	1.048333333	1.101666667	1.070833333	0.630833333
2003-07-01 06	3.615	1.825	1.808333333	12.625	0.725833333	0.738333333	0.7525	1.04	1.0725	1.060833333	0.6275
2003-07-01 07	3.5425	1.879166667	1.83	12.45833333	0.716666667	0.725833333	0.7475	1.03	1.064166667	1.0475	0.619166667
2003-07-01 08	3.6525	1.870833333	1.855	12.41666667	0.7125	0.716666667	0.738333333	1.02	1.048333333	1.0525	0.620833333
2003-07-01 09	3.7475	1.945	1.838333333	12.4	0.710833333	0.7125	0.725833333	1.021666667	1.04	1.065833333	0.618333333
2003-07-01 10	3.605	1.9275	1.87	12.40833333	0.71	0.710833333	0.716666667	1.024166667	1.03	1.071666667	0.6125
2003-07-01 11	3.595	1.945	1.840833333	12.325	0.720833333	0.71	0.7125	1.025833333	1.02	1.0975	0.614166667
2003-07-01 12	3.65	1.9525	1.815833333	12.25	0.735833333	0.720833333	0.710833333	1.03	1.021666667	1.100833333	0.6275
2003-07-01 13	3.29	1.934166667	1.764166667	12.03333333	0.733333333	0.735833333	0.71	1.085833333	1.024166667	1.12	0.68
2003-07-01 14	2.7875	1.995833333	1.750833333	11.90833333	0.75	0.733333333	0.720833333	1.0275	1.025833333	1.13	0.7775
2003-07-01 15	2.3225	1.9925	1.716666667	11.76666667	0.763333333	0.75	0.735833333	0.858333333	1.03	1.125833333	0.790833333
2003-07-01 16	2.0775	1.994166667	1.6775	11.65	0.7475	0.763333333	0.733333333	0.8625	1.085833333	1.134166667	0.784166667
2003-07-01 17	2.185	2.0575	1.655833333	11.475	0.741666667	0.7475	0.75	0.856666667	1.0275	1.139166667	0.765833333
2003-07-01 18	2.8875	1.963333333	1.629166667	11.5	0.7175	0.741666667	0.763333333	0.840833333	0.858333333	1.115	0.739166667
2003-07-01 19	3.5075	1.916666667	1.605	11.51666667	0.705833333	0.7175	0.7475	0.814166667	0.8625	1.1425	0.716666667
2003-07-01 20	3.455	1.8975	1.599166667	11.60833333	0.7025	0.705833333	0.741666667	0.815833333	0.856666667	1.1575	0.719166667
2003-07-01 21	3.455	1.863333333	1.698333333	11.625	0.694166667	0.7025	0.7175	0.815833333	0.840833333	1.149166667	0.7175
2003-07-01 22	3.505	1.8325	1.8025	11.75833333	0.68	0.694166667	0.705833333	0.810833333	0.814166667	1.135	0.714166667
2003-07-01 23	3.4775	1.800833333	1.825	11.88333333	0.676666667	0.68	0.7025	0.7975	0.815833333	1.126666667	0.701666667
2003-07-02 00	3.515	1.779166667	1.879166667	12.04166667	0.676666667	0.676666667	0.694166667	0.785	0.815833333	1.1225	0.69
2003-07-02 01	3.4925	1.756666667	1.870833333	12.31666667	0.663333333	0.676666667	0.68	0.774166667	0.810833333	1.101666667	0.679166667
2003-07-02 02	3.4475	1.725833333	1.945	12.375	0.656666667	0.663333333	0.676666667	0.763333333	0.7975	1.0725	0.675
2003-07-02 03	3.4075	1.7075	1.9275	12.73333333	0.65	0.656666667	0.676666667	0.7525	0.785	1.064166667	0.666666667
2003-07-02 04	3.525	1.681666667	1.945	13.225	0.638333333	0.65	0.663333333	0.7475	0.774166667	1.048333333	0.655833333
2003-07-02 05	3.46	1.663333333	1.9525	13.15	0.630833333	0.638333333	0.656666667	0.738333333	0.763333333	1.04	0.650833333
2003-07-02 06	3.4025	1.643333333	1.934166667	12.775	0.6275	0.630833333	0.65	0.725833333	0.7525	1.03	0.648333333
2003-07-02 07	3.4125	1.624166667	1.995833333	12.7	0.619166667	0.6275	0.638333333	0.716666667	0.7475	1.02	0.648333333
2003-07-02 08	2.44	1.6075	1.9925	12.7	0.620833333	0.619166667	0.630833333	0.7125	0.738333333	1.021666667	0.649166667
2003-07-02 09	1.9175	1.5875	1.994166667	12.7	0.618333333	0.620833333	0.6275	0.710833333	0.725833333	1.024166667	0.663333333
2003-07-02 10	2.1375	1.570833333	2.0575	12.56666667	0.6125	0.618333333	0.619166667	0.71	0.716666667	1.025833333	0.675833333
2003-07-02 11	2.12	1.546666667	1.963333333	12.25	0.614166667	0.6125	0.620833333	0.720833333	0.7125	1.03	0.681666667
2003-07-02 12	3.5175	1.555833333	1.916666667	12.11666667	0.6275	0.614166667	0.618333333	0.735833333	0.710833333	1.085833333	0.793833333
2003-07-02 13	3.4375	1.716666667	1.8975	12.225	0.68	0.6275	0.6125	0.733333333	0.71	1.0275	0.906
2003-07-02 14	3.68	1.735	1.863333333	12.3	0.7775	0.68	0.614166667	0.75	0.720833333	0.858333333	0.715
2003-07-02 15	3.7325	1.718333333	1.8325	12.23333333	0.790833333	0.7775	0.6275	0.763333333	0.735833333	0.8625	0.711666667
2003-07-02 16	3.6225	1.795833333	1.800833333	12.2	0.784166667	0.790833333	0.68	0.7475	0.733333333	0.856666667	0.71
2003-07-02 17	3.65	1.84	1.779166667	12.125	0.765833333	0.784166667	0.7775	0.741666667	0.75	0.840833333	0.699166667
2003-07-02 18	3.69	1.884166667	1.756666667	12	0.739166667	0.765833333	0.790833333	0.7175	0.763333333	0.814166667	0.681666667
2003-07-02 19	2.5425	1.890833333	1.725833333	12.01666667	0.716666667	0.739166667	0.784166667	0.705833333	0.7475	0.815833333	0.67
2003-07-02 20	2.2075	1.94	1.7075	11.93333333	0.719166667	0.716666667	0.765833333	0.7025	0.741666667	0.815833333	0.671666667
2003-07-02 21	1.9475	1.908333333	1.681666667	11.29166667	0.7175	0.719166667	0.739166667	0.694166667	0.7175	0.810833333	0.675
2003-07-02 22	1.9525	1.8725	1.663333333	11.5	0.714166667	0.7175	0.716666667	0.68	0.705833333	0.7975	0.675833333
2003-07-02 23	3.025	1.8275	1.643333333	11.7	0.701666667	0.714166667	0.719166667	0.676666667	0.7025	0.785	0.673333333
2003-07-03 00	3.575	1.7825	1.624166667	11.56666667	0.69	0.701666667	0.7175	0.676666667	0.694166667	0.774166667	0.67
2003-07-03 01	3.5675	1.750833333	1.6075	12.15833333	0.679166667	0.69	0.714166667	0.663333333	0.68	0.763333333	0.67
2003-07-03 02	3.4875	1.73	1.5875	12.74166667	0.675	0.679166667	0.701666667	0.656666667	0.676666667	0.7525	0.6625
2003-07-03 03	3.5575	1.7075	1.570833333	13.2	0.666666667	0.675	0.69	0.65	0.676666667	0.7475	0.660833333
2003-07-03 04	3.555	1.691666667	1.546666667	13.675	0.655833333	0.666666667	0.679166667	0.638333333	0.663333333	0.738333333	0.6575
2003-07-03 05	3.56	1.7925	1.555833333	13.66666667	0.650833333	0.655833333	0.675	0.630833333	0.656666667	0.725833333	0.648333333
2003-07-03 06	3.565	1.881666667	1.716666667	13.11666667	0.648333333	0.650833333	0.666666667	0.6275	0.65	0.716666667	0.641666667
2003-07-03 07	3.6575	1.9025	1.735	12.61666667	0.648333333	0.648333333	0.655833333	0.619166667	0.638333333	0.7125	0.64
2003-07-03 08	3.73	1.935833333	1.718333333	12.96666667	0.649166667	0.648333333	0.650833333	0.620833333	0.630833333	0.710833333	0.64
2003-07-03 09	3.0975	1.935	1.795833333	13.13333333	0.663333333	0.649166667	0.648333333	0.618333333	0.6275	0.71	0.6425
2003-07-03 10	2.335	1.9725	1.84	12.80833333	0.675833333	0.663333333	0.648333333	0.6125	0.619166667	0.720833333	0.654166667
2003-07-03 11	2.2925	1.996666667	1.884166667	12.63333333	0.681666667	0.675833333	0.649166667	0.614166667	0.620833333	0.735833333	0.655833333
2003-07-03 12	2.1825	1.9675	1.890833333	12.34166667	0.793833333	0.681666667	0.663333333	0.6275	0.618333333	0.733333333	0.7
2003-07-03 13	2.13	2.018333333	1.94	11.975	0.906	0.793833333	0.675833333	0.68	0.6125	0.75	0.820833333
2003-07-03 14	2.8025	2.005	1.908333333	11.95833333	0.715	0.906	0.681666667	0.7775	0.614166667	0.763333333	0.845
2003-07-03 15	3.6275	2.015833333	1.8725	11.91666667	0.711666667	0.715	0.793833333	0.790833333	0.6275	0.7475	0.854166667
2003-07-03 16	3.5475	2.055	1.8275	11.84166667	0.71	0.711666667	0.906	0.784166667	0.68	0.741666667	0.851666667
2003-07-03 17	3.5475	2.074166667	1.7825	11.8	0.699166667	0.71	0.715	0.765833333	0.7775	0.7175	0.836666667
2003-07-03 18	3.57	2.0075	1.750833333	11.75833333	0.681666667	0.699166667	0.711666667	0.739166667	0.790833333	0.705833333	0.8025
2003-07-03 19	3.625	1.963333333	1.73	11.63333333	0.67	0.681666667	0.71	0.716666667	0.784166667	0.7025	0.784166667
2003-07-03 20	3.31	1.9325	1.7075	11.59166667	0.671666667	0.67	0.699166667	0.719166667	0.765833333	0.694166667	0.754166667
2003-07-03 21	2.09	1.898333333	1.691666667	11.53333333	0.675	0.671666667	0.681666667	0.7175	0.739166667	0.68	0.769166667
2003-07-03 22	1.78	1.875	1.7925	11.675	0.675833333	0.675	0.67	0.714166667	0.716666667	0.676666667	0.765833333
2003-07-03 23	1.8825	1.836666667	1.881666667	12.34166667	0.673333333	0.675833333	0.671666667	0.701666667	0.719166667	0.676666667	0.7525
2003-07-04 00	2.15	1.815833333	1.9025	12.53333333	0.67	0.673333333	0.675	0.69	0.7175	0.663333333	0.745833333
2003-07-04 01	3.085	1.788333333	1.935833333	12.95	0.67	0.67	0.675833333	0.679166667	0.714166667	0.656666667	0.731666667
2003-07-04 02	3.5575	1.76	1.935	13.2	0.6625	0.67	0.673333333	0.675	0.701666667	0.65	0.724166667
