n	x1	x2	x3	x4	x5	x6	x7	x8	x9	x10	x11	x12	x13	x14	x15	y1
460	-0.0367561	1.46024	-1.69837	-3.73738	-3.40109	-1.01558	-0.962236	0.888636	0.738604	-0.185169	-3.87316	1.61634	2.8572	-0.648394	-3.84401	0.701497
461	3.09994	3.7142	1.37254	4.92605	-3.95562	-2.22657	-2.08119	-0.674599	-2.11323	2.13686	1.44091	-0.299821	-4.32768	-3.60708	-1.28817	-0.0625025
462	-4.82793	4.97072	2.61879	-3.22902	-1.04486	-3.34345	2.65961	4.69375	1.47138	3.78645	1.31008	-0.671419	-1.86194	2.46607	-2.57148	0.202749
463	-3.14774	-1.16138	-2.64543	-2.10335	1.61205	0.273382	2.22205	4.49882	-2.58976	-1.33705	-0.801003	-1.91744	0.055875	2.91083	4.75165	-0.098876
464	4.72237	4.03083	4.85387	-1.32249	-4.31262	2.51348	-1.62874	2.15877	1.29993	4.68135	-3.51265	4.43799	2.14742	-1.08413	-3.70975	0.0186997
465	-4.01397	1.27044	-0.8131	2.59808	-3.45618	-3.59105	2.0969	-1.04594	0.0719003	-3.7041	2.03662	-4.87222	4.20672	1.78827	-3.46018	-0.0788437
466	-4.42935	2.14348	-4.81185	-3.74197	-0.343037	-1.44059	3.41679	-4.0431	-1.75924	4.90414	-4.60511	-4.61183	-1.17999	-3.31486	-3.62579	-0.113484
467	-4.90955	0.872043	3.97229	-3.36574	2.28099	1.06919	0.588323	-2.64711	2.36508	-2.37506	-2.51933	1.57181	4.41321	-0.979519	-1.13858	0.0382172
468	-3.99509	1.11199	0.849156	0.661872	4.6714	-0.73405	1.61877	-2.08784	-0.829907	2.01365	-1.69967	2.9901	3.6988	-0.325466	3.08055	-0.305969
469	-0.42916	-1.35318	4.71481	-3.14817	4.71601	0.303136	-0.79528	2.08109	2.92808	1.68539	-1.3471	2.34128	-4.29413	2.51433	-1.73487	0.706303
470	4.37712	-3.85385	-0.818893	4.04852	0.412099	-4.20013	-3.03933	4.58219	2.81353	0.261001	2.57229	1.51233	4.93554	0.652843	-3.91683	0.0427269
471	-1.41764	0.367656	-2.065	-1.70163	-4.32921	2.13972	-4.62054	3.59887	-1.1749	-0.967638	0.940154	-0.469032	-3.45331	4.20528	4.82796	0.591148
472	2.63091	1.38621	0.0469035	4.59159	0.968402	-2.13957	-0.147412	-1.4593	4.37276	-0.211876	4.19354	-4.54408	3.37048	-0.438805	-1.60908	0.039748
473	-3.33115	0.231987	-4.46936	-2.95169	-1.16914	-0.644263	1.08067	4.77101	3.8867	2.62736	3.97629	3.71467	2.69328	2.55869	4.68878	-0.198418
474	1.07499	1.98721	-0.21881	-2.95661	4.84765	4.63378	0.584084	4.2204	-0.578099	-0.222377	4.67633	-2.20762	4.33882	-1.93275	-0.53877	0.350421
475	-0.429194	-1.40211	1.50954	3.40166	2.95362	-2.40979	3.17267	1.84033	-4.78244	2.14896	0.554994	2.91084	-0.29235	0.24377	4.85115	0.87383
476	-1.63786	1.68601	-0.68778	3.94623	0.906418	3.73412	-1.27615	0.582746	-3.4735	-1.93733	3.64999	0.987733	2.63347	-2.75212	-2.50273	0.268298
477	1.03514	-4.7985	0.0874782	-0.792192	2.04183	0.305043	-3.64323	-2.40318	-1.78411	1.06442	2.84059	-1.93296	0.961673	4.15935	4.90541	0.0140609
478	-3.53228	-2.50216	-1.31354	0.19157	3.08059	0.212959	3.25424	1.73058	-3.79931	0.887712	3.97846	-1.30204	-3.07715	4.17997	3.78544	-0.220625
479	1.13066	1.2218	-0.909516	2.48743	3.81862	2.30637	-1.44815	1.65921	-4.62658	4.51352	0.818564	-4.72117	-4.84637	3.34006	1.87025	0.598939
480	4.36809	3.79243	-0.00065488	2.44868	-0.994615	-1.74642	-0.820733	0.206078	4.1413	-1.84227	3.90404	-3.93586	-2.6623	2.68948	2.1948	-0.0431812
481	3.55949	-3.22003	-0.317773	2.37811	4.08634	3.23407	-0.962671	4.45975	2.74759	4.85589	4.73858	2.90123	3.19595	1.60883	-1.9928	-0.0786445
482	-3.20038	-1.99693	-1.57439	0.805009	1.25665	2.60488	-3.98891	0.397948	-4.23739	4.91513	1.46209	-1.8997	2.60461	-1.34311	-3.3402	-0.114403
483	4.38458	3.33912	4.03791	3.47092	1.57319	-1.92476	2.93067	-0.679213	-2.06887	2.66925	-2.77798	-3.87292	-0.721917	0.229214	4.13081	-0.249827
484	-2.16615	3.39053	-3.7145	-1.15507	-1.21152	-2.9519	-1.23994	-4.74943	0.148405	-3.63533	-1.09254	1.8082	-4.25075	-2.75342	0.846114	-0.248597
485	4.22016	3.81978	3.92135	2.15083	-1.85944	-3.14751	-0.179915	0.362578	-2.02043	4.09817	-4.40821	-2.88962	4.35318	2.62063	-0.755748	-0.105648
486	-2.36522	-0.680707	-0.700587	1.42326	1.36739	3.05948	1.67383	-3.4842	4.42415	-4.41871	3.324	-4.8266	-2.17213	-0.829884	4.39356	0.237671
487	-3.35236	-1.90853	1.54439	-0.211793	-0.0560411	-3.63552	-4.84921	2.92353	-4.53735	-4.25742	-4.96609	4.81583	3.36321	-0.721842	-2.15038	-0.0991177
488	2.16892	-1.8829	-1.6638	-1.46369	-3.82342	-4.98998	0.0521091	-4.39928	-4.40869	-1.62389	-4.22588	-1.58082	2.54623	-4.83232	0.0668226	0.128255
489	-4.3623	1.71207	4.85503	0.581656	3.07655	-4.99419	-1.49481	3.5392	-4.25161	-1.46091	3.35503	4.1116	2.81725	-3.79535	2.92929	-0.223279
490	-3.95361	3.06638	-3.09013	-2.77704	3.07641	1.96198	-2.17631	3.66772	-4.66191	-1.40219	-2.91311	2.88432	-1.23451	2.15372	3.52202	-0.066916
491	-4.52244	2.00875	-0.896328	3.55412	2.01456	2.60886	2.09332	2.76295	-3.85205	0.448341	1.87455	3.9652	1.65299	-0.196159	-1.30461	-0.188167
492	-3.23823	1.93643	3.07319	4.83818	-1.10159	-4.10312	3.50589	-0.763497	-0.50531	-4.40721	-2.87918	3.26018	2.7465	-4.35716	3.73774	0.109586
493	-0.24475	-0.253488	2.29186	-3.23019	-2.64463	-0.614829	4.53276	-1.49668	4.83351	1.40732	-2.53148	1.4865	-3.78884	1.1639	-3.48695	1.04605
494	3.44948	0.13458	2.76385	-2.65211	1.03146	1.26974	1.5844	-4.47385	1.86253	3.70522	3.78633	-0.39097	4.34806	2.52407	4.36428	0.00602899
495	-0.90543	-0.184073	-3.86591	1.44994	4.2011	-4.33315	4.95326	4.03461	2.07417	-2.57823	0.521112	3.28532	3.58567	2.03417	0.34671	1.06774
496	-4.51871	-0.724807	2.83154	1.51275	-4.45507	-0.584064	2.0389	2.40746	-1.87885	0.825236	-2.98351	-2.53079	-1.65069	-3.61923	1.56378	-0.15119
497	3.16523	-2.48514	-1.98628	2.36633	-1.81829	-2.03302	1.40094	-4.74412	0.388754	-3.07794	3.5412	-1.02557	3.95622	-1.11209	-4.51423	-0.369093
498	-0.239034	-2.72859	-4.11804	0.305899	1.68735	2.92086	-2.28664	4.8085	-1.2539	-0.270152	-2.72228	2.0954	1.11062	3.8415	0.260638	-0.0564661
499	3.62548	-3.14478	-2.37303	-3.19281	-0.177797	4.02792	-2.93693	-4.78904	-4.05003	-4.39573	-0.814615	4.90619	-0.507818	-0.328841	-0.653935	-0.239169
500	2.6642	2.45138	-1.88667	-3.5897	-2.81877	0.391042	3.5057	3.29185	-0.767459	-1.23366	1.91732	1.08776	1.39331	3.72451	-4.09003	-0.331695
